Europe%UK%Prudential,54151,175
Europe%UK%National Grid,51121.14,190
Europe%UK%Standard Chartered,50726.95,192
Europe%UK%BT Group,50100.03,197
Europe%UK%Tesco,39873.59,251
Europe%UK%Imperial Tobacco,38824.19,263
Europe%UK%Associated British Foods,36704.69,280
Europe%UK%Anglo American,35482.8,290
Europe%UK%Rolls-Royce,33667.64,307
Europe%UK%Royal Bank of Scotland,32360.65,328
Europe%UK%Shire,28866.9,375
Europe%UK%Centrica,27810.04,394
Europe%UK%WPP,27540.94,398
Europe%UK%Compass Group,27225.09,406
Europe%UK%British Sky Broadcasting,23953.92,468
Europe%UK%Scottish & Southern Energy,23876.39,470
Europe%UK%ARM Holdings,23442.46,475
Europe%UK%Aviva,23435.36,476
North America%US%Apple,478766.1,1
North America%US%Exxon Mobil,422098.3,2
North America%US%Microsoft,340216.8,3
North America%US%Google,313003.9,4
North America%US%Berkshire Hathaway,308090.6,5
North America%US%Johnson & Johnson,277826.2,6
North America%US%Wells Fargo,261217.5,7
North America%US%General Electric,259547.3,8
North America%US%Wal-Mart Stores,246805.7,10
North America%US%JP Morgan Chase,229897.9,13
North America%US%Chevron,227014.7,15
North America%US%Procter & Gamble,218539.4,17
North America%US%Pfizer,205359.9,19
North America%US%IBM,200447.6,20
North America%US%Verizon Communications,196939.7,22
North America%US%AT&T,182604.1,26
North America%US%Oracle,182412.9,27
North America%US%Bank of America,181086.3,28
North America%US%Coca-Cola,170331.6,31
North America%US%Merck,166938.9,33
North America%US%Amazon.com,154480.4,35
North America%US%Citigroup,144627.3,37
North America%US%Walt Disney,140287.3,39
North America%US%Qualcomm,133358.4,41
North America%US%Philip Morris International,129387.9,43
North America%US%Comcast,129376.09,44
North America%US%Intel,128347.1,46
North America%US%PepsiCo,128267.9,47
North America%US%Schlumberger,127377.9,48
North America%US%Facebook,119943.2,49
North America%US%Cisco Systems,115465.9,56
North America%US%Home Depot,109306.3,59
North America%US%Gilead Sciences,108972.2,60
North America%US%Visa,108859.5,61
North America%US%United Technologies,107077.3,62
North America%US%McDonald's,97038,73
North America%US%American Express,95396.94,76
North America%US%Amgen,93122.5,80
North America%US%Boeing,92495.75,81
North America%US%3M,89238.19,87
North America%US%CVS Caremark,88972.44,88
North America%US%ConocoPhillips,86358.25,92
North America%US%Bristol Myers Squibb,86079.69,93
North America%US%Union Pacific,85396.06,94
North America%US%Mastercard,85253.94,95
North America%US%Abbvie,82036.94,97
North America%US%UnitedHealth Group,81103.75,100
North America%US%US Bancorp,78007.5,103
North America%US%Occidental Petroleum,75289.38,108
North America%US%Altria Group,74592.44,109
North America%US%Goldman Sachs,74183.38,110
North America%US%Honeywell International,72537.63,113
North America%US%American International Group,72466.63,114
North America%US%Biogen Idec,72305.69,115
North America%US%eBay,71516.69,119
North America%US%Twenty-First Century Fox,71469.77,120
North America%US%Viacom,70105.9,124
North America%US%United Parcel Service,69094.06,126
North America%US%Eli Lilly,65908.81,132
North America%US%Las Vegas Sands,65639.06,133
North America%US%Caterpillar,63380.36,137
North America%US%Walgreen,63014.46,138
North America%US%Priceline.com,62147.91,142
North America%US%Medtronic,61590.12,144
North America%US%E I Du Pont de Nemours,61482.06,145
North America%US%Morgan Stanley,61481,146
North America%US%Hewlett-Packard,61326.05,147
North America%US%Ford Motor,60553.87,148
North America%US%Monsanto,59718.9,154
North America%US%Metlife,59492.19,155
North America%US%Colgate-Palmolive,59463.64,156
North America%US%Abbott Laboratories,59423.62,157
North America%US%Dow Chemical,58768.83,158
North America%US%Mondelez International,58768.71,159
North America%US%Time Warner,58317.54,162
North America%US%Express Scripts,58233.2,163
North America%US%Celgene,56680.36,166
North America%US%EMC,55570.92,169
North America%US%Starbucks,55467.91,170
North America%US%General Motors,54720.51,173
North America%US%EOG Resources,53579.45,176
North America%US%Blackrock,52678.12,180
North America%US%Danaher,52386.12,181
North America%US%Nike,52257.87,182
North America%US%Lockheed Martin,52117.42,183
North America%US%Simon Property Group,51537.14,187
North America%US%Texas Instruments,51014.86,191
North America%US%Accenture,50468.25,193
North America%US%Duke Energy,50349.3,195
North America%US%Halliburton,50107.51,196
North America%US%Lowe's Companies,49818.13,199
North America%US%Costco Wholesale,49125.5,201
North America%US%LyondellBasell Industries,48292.13,203
North America%US%Thermo Fisher Scientific,47109.08,207
North America%US%Emerson Electric,46959.41,209
North America%US%PNC Financial Services,46463.59,213
North America%US%Capital One Financial,44193.91,225
North America%US%Phillips 66,43708.29,228
North America%US%Anadarko Petroleum,43403.59,230
North America%US%TJX Cos,43134.2,232
North America%US%Kimberly-Clark,41749.93,239
North America%US%Nextera Energy,41631.28,240
North America%US%Dominion Resources,41288.07,244
North America%US%McKesson,40633.47,246
North America%US%Bank of New York Mellon,40062.93,250
North America%US%Baxter International,39802.05,252
North America%US%Fedex,39173.62,256
North America%US%Liberty Global,39024.25,259
North America%US%Prudential Financial,39021.88,260
North America%US%Southern,39016.1,261
North America%US%DirecTV,38970.59,262
North America%US%Praxair,38432.5,265
North America%US%Target,38313.39,268
North America%US%Time Warner Cable,38060.73,269
North America%US%General Dynamics,37477.96,272
North America%US%Automatic Data Processing,37225.83,274
North America%US%Allergan,37119.39,277
North America%US%Precision Castparts,36707.78,279
North America%US%Yahoo,36237.17,282
North America%US%Sprint,36170.71,283
North America%US%Actavis,35919.7,285
North America%US%Eaton,35754.24,287
North America%US%Charles Schwab,35541.47,289
North America%US%Salesforce.com,34830.6,295
North America%US%Freeport-McMoran Copper & Gold,34340.47,298
North America%US%CBS,34256.45,300
North America%US%Franklin Resources,34179.18,301
North America%US%Illinois Tool Works,34146.53,302
North America%US%Deere,33568.9,310
North America%US%Kinder Morgan,33486.69,314
North America%US%Kraft Foods Group,33448.39,315
North America%US%National Oilwell Varco,33369.32,316
North America%US%Ace,33349.27,317
North America%US%Yum! Brands,33317.91,318
North America%US%Covidien,33170.33,319
North America%US%Apache,32742.42,323
North America%US%Adobe Systems,32720.79,324
North America%US%Ecolab,32492.61,327
North America%US%American Tower,32340.07,329
North America%US%General Mills,31842.98,334
North America%US%Johnson Controls,31421.8,337
North America%US%Raytheon,31070.34,342
North America%US%Stryker,30811.93,346
North America%US%Cognizant Technology Solutions,30735.62,348
North America%US%Norfolk Southern,30099.24,353
North America%US%Alexion Pharmaceuticals,30095.93,354
North America%US%State Street,30020.18,356
North America%US%Travelers Cos.,29983.02,357
North America%US%Delta Air Lines,29430.97,362
North America%US%Regeneron Pharmaceuticals,29399.75,364
North America%US%CSX,29126.04,368
North America%US%Public Storage,29031.61,369
North America%US%Corning,28957.46,371
North America%US%Exelon,28775,377
North America%US%Aflac,28669.51,379
North America%US%Reynolds American,28658.58,380
North America%US%BB&T,28569.68,381
North America%US%Archer Daniels Midland,28453.6,382
North America%US%Baker Hughes,28360.38,383
North America%US%Valero Energy,28286.65,385
North America%US%Wellpoint,28118.79,387
North America%US%Williams Cos.,27773.64,395
North America%US%Twitter,27459.59,400
North America%US%Cummins,27396.11,401
North America%US%Discover Financial Services,27324,403
North America%US%Devon Energy,27267.27,404
North America%US%V F,27249.95,405
North America%US%Aetna,27191.61,407
North America%US%Marsh & Mclennan,27084.04,410
North America%US%PPG Industries,26828.12,413
North America%US%Pioneer Natural Resources,26745.4,414
North America%US%Northrop Grumman,26741.02,415
North America%US%T-Mobile US,26505.07,416
North America%US%Hess,26116.16,422
North America%US%Tesla Motors,25679.35,432
North America%US%Noble Energy,25620.62,433
North America%US%Marathon Petroleum,25490.13,435
North America%US%Aon,25376.73,436
North America%US%Allstate,25296.88,437
North America%US%Air Products & Chemicals,25197.52,439
North America%US%Micron Technology,25100.38,442
North America%US%Forest Laboratories,25001.55,443
North America%US%CME Group,24848.11,444
North America%US%Spectra Energy,24756.12,445
North America%US%Applied Materials,24723.96,447
North America%US%TE Connectivity,24719.08,448
North America%US%American Electric Power,24712.97,449
North America%US%Crown Castle International,24647.33,450
North America%US%Marathon Oil,24572.89,453
North America%US%Southern Copper,24264.61,458
North America%US%Cardinal Health,23995.33,465
North America%US%Paccar,23917.09,469
North America%US%Sempra Energy,23720.86,472
North America%US%HCA Holdings,23297.2,477
North America%US%Continental Resources,23067.29,482
North America%US%Intercontinental Exchange,22769.22,486
North America%US%Cigna,22727.13,487
North America%US%Becton Dickinson,22598.91,490
North America%US%Kellogg,22524.92,492
North America%US%Wynn Resorts,22494.28,493
North America%US%Kroger,22174.19,498
North America%US%Intuit,22021.97,500
North America%US%Carnival,29418.94,363
